Customer,State,Customer_Lifetime_Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location_Code,Marital_Status,Monthly_Premium_Auto,Number_of_Policies,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
2587,XK84089,California,2619.337376,Yes,Basic,Bachelor,Employed,M,78618,Urban,Divorced,66,1,Personal L3,Offer1,Agent,225.578841,Two-Door Car,Medsize
2588,LH91968,Oregon,8838.085637,Yes,Basic,Bachelor,Employed,M,82664,Rural,Married,114,9,Corporate L3,Offer2,Agent,133.425609,SUV,Medsize
2589,NX63627,Oregon,10127.77087,No,Extended,Doctor,Medical Leave,M,23053,Suburban,Married,132,8,Personal L1,Offer2,Agent,780.941649,Sports Car,Medsize
2590,ND62955,Nevada,4633.452912,No,Basic,Bachelor,Employed,M,50250,Suburban,Married,117,1,Personal L3,Offer3,Agent,561.6,SUV,Medsize
2591,YQ11786,Oregon,7796.000083,No,Basic,High School or Below,Employed,M,32169,Urban,Married,199,1,Personal L3,Offer4,Call Center,785.82348,Luxury SUV,Medsize
2592,TM13955,Washington,2993.024583,No,Extended,Master,Unemployed,M,0,Urban,Married,80,1,Corporate L3,Offer1,Branch,286.115778,Four-Door Car,Medsize
2593,IA91291,Arizona,7985.472561,No,Basic,College,Employed,F,99069,Rural,Married,66,2,Corporate L2,Offer4,Branch,77.442722,Four-Door Car,Medsize
2594,RO89785,Oregon,3508.569533,Yes,Extended,College,Medical Leave,M,20978,Suburban,Married,98,1,Personal L3,Offer2,Branch,1176.2788,Four-Door Car,Small
2595,QW40898,Arizona,2722.210707,Yes,Basic,College,Medical Leave,F,17576,Suburban,Married,71,1,Personal L1,Offer2,Call Center,398.502948,Four-Door Car,Medsize
2596,ZD40816,Nevada,2783.583044,No,Basic,Bachelor,Employed,M,42297,Urban,Married,71,1,Personal L3,Offer4,Agent,200.38673,Four-Door Car,Medsize
2597,PD82395,Arizona,8649.997286,No,Premium,Bachelor,Unemployed,F,0,Suburban,Married,115,3,Special L1,Offer1,Branch,824.597262,Four-Door Car,Small
2598,NW23827,California,4652.91278,No,Basic,College,Unemployed,F,0,Rural,Married,63,7,Personal L3,Offer1,Agent,151.231247,Four-Door Car,Medsize
2599,GG61186,Nevada,8395.806331,No,Premium,Doctor,Unemployed,F,0,Rural,Married,110,9,Personal L1,Offer1,Agent,161.092415,Four-Door Car,Medsize
2600,TB31268,Arizona,8804.53711,No,Basic,College,Employed,F,48990,Suburban,Married,74,2,Personal L3,Offer2,Web,355.2,Four-Door Car,Medsize
2601,SX98462,Oregon,7155.337765,No,Basic,College,Disabled,M,16916,Suburban,Married,64,2,Personal L2,Offer3,Agent,377.512951,Four-Door Car,Medsize
2602,OL82456,Oregon,3954.344534,Yes,Basic,Bachelor,Disabled,M,18375,Suburban,Married,103,1,Personal L1,Offer1,Branch,535.080276,Sports Car,Large
2603,DN14211,Oregon,15032.9003,No,Basic,College,Medical Leave,M,17150,Suburban,Married,65,2,Personal L2,Offer1,Agent,689.800891,Two-Door Car,Medsize
2604,ZG12619,Washington,8257.666512,Yes,Basic,Bachelor,Disabled,F,23815,Suburban,Married,73,2,Personal L1,Offer2,Call Center,424.330166,Four-Door Car,Medsize
2605,VH31071,Arizona,9256.918609,No,Basic,College,Disabled,F,21947,Suburban,Married,118,9,Personal L3,Offer1,Call Center,566.4,SUV,Large
2606,SP36555,Arizona,6507.751779,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,97,4,Personal L1,Offer1,Agent,863.219668,Four-Door Car,Medsize
2607,ME83611,Nevada,2530.705137,Yes,Basic,Bachelor,Employed,F,89451,Rural,Single,63,1,Personal L3,Offer2,Web,61.769564,Four-Door Car,Medsize
2608,PH85036,Washington,5482.5493590000015,No,Basic,Bachelor,Employed,F,79325,Urban,Married,68,4,Corporate L2,Offer2,Agent,251.294821,Four-Door Car,Medsize
2609,PE54870,Oregon,4050.506193,No,Basic,College,Employed,M,88454,Urban,Divorced,101,1,Personal L3,Offer1,Web,308.749796,SUV,Medsize
2610,DT52189,California,6326.679236,No,Extended,High School or Below,Unemployed,F,0,Suburban,Divorced,87,3,Personal L2,Offer3,Call Center,417.6,Four-Door Car,Medsize
2611,XN48526,California,2627.76229,No,Basic,College,Medical Leave,F,20943,Urban,Married,69,1,Personal L3,Offer3,Branch,240.00056,Four-Door Car,Medsize
2612,KW52227,California,7814.604545,No,Basic,Bachelor,Employed,M,51972,Suburban,Married,66,2,Personal L2,Offer2,Web,316.8,Four-Door Car,Medsize
2613,JC98569,Oregon,6314.579645000002,No,Extended,College,Employed,F,54408,Urban,Married,79,4,Personal L1,Offer2,Branch,288.329793,Four-Door Car,Medsize
2614,BG48083,Nevada,6386.278164,No,Extended,Bachelor,Employed,F,23751,Suburban,Single,82,7,Personal L2,Offer1,Web,586.921708,Two-Door Car,Medsize
2615,PD19551,California,2537.969253,No,Basic,Bachelor,Employed,F,37612,Suburban,Divorced,64,1,Personal L2,Offer3,Call Center,307.2,Four-Door Car,Small
2616,BJ13380,Oregon,5335.375586,No,Basic,Bachelor,Employed,F,91603,Suburban,Single,69,3,Personal L2,Offer1,Agent,472.67262,Four-Door Car,Small
2617,HY25004,Arizona,4549.079221,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,62,3,Personal L3,Offer2,Call Center,639.7583139999998,Two-Door Car,Medsize
2618,WF50693,Oregon,4836.21886,No,Extended,High School or Below,Disabled,M,16450,Suburban,Married,128,1,Corporate L3,Offer1,Branch,871.4845650000002,SUV,Medsize
2619,MA45099,Oregon,6478.801192,No,Extended,Bachelor,Employed,M,50864,Rural,Married,83,4,Corporate L1,Offer1,Agent,158.36297199999996,Four-Door Car,Medsize
2620,ZC69696,Arizona,35440.14262,No,Basic,College,Employed,F,74560,Suburban,Divorced,110,2,Personal L3,Offer1,Branch,528.0,SUV,Medsize
2621,VO43359,California,2404.380963,No,Basic,High School or Below,Employed,M,62488,Urban,Married,62,1,Personal L3,Offer2,Call Center,200.689331,Four-Door Car,Medsize
2622,OM63954,California,9264.565015,No,Premium,Bachelor,Employed,F,55837,Suburban,Single,117,9,Personal L1,Offer2,Agent,741.8675059999998,Two-Door Car,Medsize
2623,GV71044,Oregon,2433.024631,No,Basic,College,Unemployed,F,0,Suburban,Single,66,1,Personal L3,Offer1,Agent,475.2,Two-Door Car,Medsize
2624,TM79451,California,5367.089817,No,Basic,College,Employed,F,97742,Rural,Single,67,5,Personal L1,Offer1,Agent,67.648392,Four-Door Car,Small
2625,PA84292,Oregon,2452.360892,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,69,1,Personal L3,Offer1,Agent,496.8,Four-Door Car,Medsize
2626,QX67584,Nevada,8646.504109,Yes,Basic,High School or Below,Employed,F,64125,Urban,Married,108,3,Personal L3,Offer2,Branch,369.818708,SUV,Large
2627,JK90180,Arizona,4340.086445,No,Basic,College,Unemployed,M,0,Suburban,Single,62,6,Personal L2,Offer3,Branch,446.4,Four-Door Car,Medsize
2628,BH35482,Washington,4930.949334,No,Basic,Doctor,Employed,M,70412,Rural,Married,61,3,Corporate L3,Offer3,Web,136.291083,Two-Door Car,Medsize
2629,VU84949,Washington,5292.6324909999985,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,70,3,Personal L2,Offer1,Branch,336.0,Two-Door Car,Medsize
2630,SF46129,California,8986.610653,No,Premium,High School or Below,Employed,M,66267,Suburban,Married,111,3,Personal L2,Offer3,Web,1093.708851,Four-Door Car,Small
2631,OH35544,Nevada,5619.967791,No,Extended,College,Unemployed,F,0,Suburban,Single,82,6,Corporate L2,Offer3,Agent,863.9353070000002,Four-Door Car,Medsize
2632,ZF82387,Oregon,10340.45566,No,Extended,High School or Below,Employed,M,40882,Urban,Divorced,89,2,Corporate L3,Offer2,Branch,393.637436,Two-Door Car,Large
2633,MD40054,Oregon,6369.262355,Yes,Extended,High School or Below,Employed,M,34498,Suburban,Single,83,7,Personal L2,Offer2,Branch,398.4,Two-Door Car,Small
2634,LE96510,Oregon,2767.5949,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,74,1,Personal L3,Offer1,Call Center,355.2,Four-Door Car,Small
2635,MC11907,California,4831.421687,No,Basic,High School or Below,Medical Leave,F,23228,Suburban,Married,64,6,Corporate L3,Offer1,Agent,307.2,Four-Door Car,Medsize
2636,DA57177,Oregon,4282.947971000001,Yes,Basic,College,Employed,F,40864,Rural,Married,109,1,Personal L2,Offer1,Agent,166.937747,SUV,Medsize
2637,SU77646,Oregon,5718.276608,No,Basic,Master,Employed,M,46133,Rural,Divorced,73,5,Personal L2,Offer1,Branch,19.626306,Four-Door Car,Large
2638,YZ19736,Arizona,2580.849899,Yes,Basic,College,Employed,M,46900,Suburban,Married,66,1,Personal L2,Offer2,Web,316.8,Four-Door Car,Medsize
2639,JZ69749,Washington,6481.382268,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,92,6,Personal L2,Offer3,Agent,441.6,Four-Door Car,Medsize
2640,BJ22117,Washington,5133.414764,No,Basic,Master,Employed,M,53390,Urban,Married,64,5,Personal L2,Offer3,Branch,278.999409,Four-Door Car,Medsize
2641,UQ60825,California,9369.639891,No,Basic,College,Employed,F,99185,Urban,Married,115,3,Corporate L3,Offer2,Call Center,449.42818200000005,SUV,Medsize
2642,ZZ89380,Oregon,3196.578455,No,Extended,Bachelor,Employed,F,62815,Rural,Married,80,1,Special L1,Offer2,Call Center,47.061469,Two-Door Car,Large
2643,LU87443,Oregon,4720.608872,No,Basic,College,Employed,F,26277,Suburban,Single,61,4,Personal L2,Offer3,Branch,292.8,Four-Door Car,Medsize
2644,DG33206,Washington,8861.900439000001,No,Premium,Doctor,Employed,F,41854,Urban,Married,110,8,Personal L3,Offer1,Agent,481.269644,Four-Door Car,Medsize
2645,AB98823,Arizona,6032.737631,No,Extended,College,Unemployed,M,0,Suburban,Married,86,8,Personal L3,Offer2,Web,412.8,Two-Door Car,Medsize
2646,MS34991,Arizona,6832.36853,No,Extended,High School or Below,Employed,M,66627,Suburban,Married,85,8,Personal L1,Offer2,Branch,733.2112599999998,Four-Door Car,Medsize
2647,EE53627,Oregon,2242.090803,No,Basic,High School or Below,Disabled,M,12131,Urban,Single,64,1,Personal L2,Offer3,Call Center,251.44949,Four-Door Car,Medsize
2648,XY39691,Arizona,4157.698118,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,110,1,Personal L2,Offer1,Web,528.0,SUV,Medsize
2649,ZU96776,California,6189.122455,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,90,5,Personal L1,Offer1,Call Center,648.0,Two-Door Car,Large
2650,FF84784,California,5643.724704,No,Basic,College,Employed,M,33317,Suburban,Married,72,3,Personal L2,Offer1,Agent,345.6,Two-Door Car,Medsize
2651,QT90140,Arizona,5332.462694,Yes,Basic,Doctor,Employed,F,68931,Urban,Married,66,7,Personal L2,Offer2,Branch,309.577946,Four-Door Car,Medsize
2652,TO71844,Oregon,2121.313061,No,Basic,College,Unemployed,M,0,Suburban,Single,67,1,Personal L2,Offer4,Branch,321.6,Four-Door Car,Large
2653,HV69023,California,8281.740124,No,Basic,High School or Below,Medical Leave,F,19189,Suburban,Married,108,3,Personal L2,Offer2,Web,518.4,SUV,Large
2654,RE32481,California,7835.9292989999985,No,Basic,Master,Employed,F,49390,Urban,Married,195,1,Personal L1,Offer4,Call Center,738.05105,Luxury Car,Medsize
2655,CA79988,Oregon,2552.913868,No,Basic,College,Employed,M,33124,Rural,Single,67,1,Personal L1,Offer1,Call Center,80.119997,Four-Door Car,Large
2656,DO48071,California,2795.410029,No,Basic,College,Employed,F,40516,Rural,Married,70,1,Personal L3,Offer2,Web,137.168874,Two-Door Car,Small
2657,MW48891,Washington,8007.399376,Yes,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,112,3,Personal L3,Offer1,Web,537.6,Sports Car,Medsize
2658,JC37277,Oregon,6886.324494,No,Extended,College,Employed,M,34615,Suburban,Married,87,7,Personal L2,Offer1,Agent,417.6,Four-Door Car,Medsize
2659,YU80673,California,5106.781547,No,Basic,College,Disabled,F,29894,Rural,Married,72,3,Personal L3,Offer3,Agent,16.510134,Four-Door Car,Large
2660,BV69462,Oregon,5612.375586,No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,79,3,Corporate L3,Offer1,Branch,379.2,Two-Door Car,Medsize
2661,DW86238,Washington,5658.912313000002,No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,84,4,Personal L1,Offer3,Web,847.490817,Four-Door Car,Medsize
2662,BQ51616,Oregon,7263.599744,No,Basic,High School or Below,Employed,F,86732,Rural,Married,180,1,Personal L1,Offer1,Call Center,204.373113,Luxury SUV,Medsize
2663,XX89213,Nevada,8712.157740999999,No,Extended,Master,Employed,F,68516,Rural,Married,216,1,Corporate L2,Offer2,Branch,95.693949,Luxury SUV,Medsize
2664,JC96695,California,9198.685111,No,Basic,Doctor,Employed,M,31562,Suburban,Married,115,3,Personal L2,Offer1,Call Center,552.0,SUV,Medsize
2665,RN55306,Oregon,5162.370678,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,74,4,Personal L1,Offer1,Agent,582.420512,Four-Door Car,Medsize
2666,WH36609,Arizona,6289.946999,No,Extended,Bachelor,Employed,F,24477,Suburban,Married,79,3,Personal L3,Offer4,Call Center,379.2,Four-Door Car,Small
2667,UO43395,Oregon,3649.708655,No,Basic,Master,Unemployed,M,0,Suburban,Single,100,1,Personal L3,Offer1,Agent,480.0,SUV,Medsize
2668,DS32060,California,6766.558551000001,No,Extended,College,Employed,M,20046,Suburban,Married,87,3,Personal L2,Offer3,Web,417.6,Two-Door Car,Medsize
2669,LK51056,Arizona,4631.011293,No,Basic,Bachelor,Employed,M,78152,Suburban,Married,114,1,Corporate L3,Offer4,Branch,547.2,SUV,Medsize
2670,PX71218,Arizona,6810.525309999999,No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,65,2,Personal L3,Offer4,Branch,733.5224049999998,Four-Door Car,Large
2671,NS19456,Oregon,9378.634228,No,Basic,College,Employed,F,36067,Suburban,Married,117,3,Personal L3,Offer2,Branch,561.6,Sports Car,Large
2672,MR60878,Oregon,15762.531980000002,No,Basic,Bachelor,Employed,F,44362,Rural,Married,66,2,Corporate L3,Offer2,Call Center,142.113373,Four-Door Car,Small
2673,MB32944,Nevada,2635.505781,No,Basic,Master,Employed,M,77350,Suburban,Divorced,66,1,Personal L1,Offer4,Branch,316.8,Four-Door Car,Medsize
2674,FE70473,Oregon,5741.72743,No,Basic,College,Employed,F,86641,Rural,Married,71,6,Personal L3,Offer4,Branch,161.752532,Two-Door Car,Small
2675,XB64251,Oregon,8414.942855,No,Basic,College,Employed,M,72258,Rural,Married,105,4,Personal L2,Offer1,Branch,12.497538,SUV,Medsize
2676,WI38796,Oregon,9123.911266,No,Basic,Bachelor,Employed,M,70737,Suburban,Married,114,4,Corporate L3,Offer4,Web,741.655597,SUV,Medsize
2677,KS12294,California,15994.008,No,Premium,Bachelor,Unemployed,M,0,Suburban,Single,159,2,Personal L3,Offer1,Web,1410.16929,SUV,Medsize
2678,US89453,California,9022.08313,No,Extended,College,Unemployed,M,0,Suburban,Single,125,3,Personal L3,Offer1,Branch,988.535078,SUV,Large
2679,XK39439,California,4759.664624,No,Extended,College,Unemployed,M,0,Suburban,Single,81,3,Personal L3,Offer1,Agent,388.8,Four-Door Car,Medsize
2680,VJ71087,Arizona,3993.882994,No,Basic,Bachelor,Disabled,M,17672,Suburban,Divorced,110,1,Personal L1,Offer3,Branch,792.0,SUV,Medsize
2681,FM54600,Washington,18853.73945,No,Premium,High School or Below,Unemployed,F,0,Suburban,Single,173,2,Corporate L2,Offer2,Branch,1245.6,SUV,Medsize
2682,UV43859,Oregon,8840.193762,No,Basic,High School or Below,Employed,F,47297,Suburban,Married,115,4,Personal L3,Offer2,Web,796.130111,SUV,Medsize
2683,JP28293,California,6696.903521,No,Extended,Doctor,Employed,F,57240,Rural,Married,83,7,Corporate L3,Offer2,Call Center,83.652384,Four-Door Car,Medsize
2684,UV48189,California,8476.082867000001,No,Basic,Bachelor,Employed,M,28181,Suburban,Married,109,3,Personal L2,Offer3,Call Center,523.2,SUV,Medsize
2685,ZA34848,Arizona,5205.748188000001,No,Basic,Bachelor,Employed,F,31275,Suburban,Divorced,66,3,Personal L3,Offer2,Agent,316.8,Two-Door Car,Medsize
2686,FA57012,California,6141.961622999998,No,Basic,College,Unemployed,M,0,Suburban,Single,182,1,Special L2,Offer3,Branch,1310.4,Luxury Car,Small
2687,GU82757,California,4376.3635920000015,Yes,Premium,Bachelor,Employed,F,63774,Rural,Divorced,111,1,Corporate L2,Offer2,Agent,60.036683,Four-Door Car,Medsize
2688,KW12214,Oregon,12375.02163,No,Basic,High School or Below,Employed,M,78441,Suburban,Married,103,2,Personal L3,Offer2,Branch,613.866905,SUV,Medsize
2689,EG97649,Oregon,3451.10244,No,Basic,College,Unemployed,F,0,Suburban,Divorced,104,1,Personal L1,Offer1,Branch,499.2,SUV,Small
2690,YB42706,Nevada,8107.265329999998,No,Extended,College,Unemployed,M,0,Suburban,Married,76,2,Corporate L1,Offer3,Branch,364.8,Two-Door Car,Small
2691,WV74449,Washington,8662.048958,No,Basic,College,Unemployed,F,0,Urban,Married,117,4,Personal L3,Offer3,Call Center,511.422666,SUV,Medsize
2692,AZ77669,Oregon,8696.907111,No,Basic,High School or Below,Employed,M,91423,Urban,Married,109,5,Personal L2,Offer1,Web,435.796252,SUV,Medsize
2693,FM25704,Oregon,2535.266473,No,Basic,Bachelor,Employed,M,86933,Urban,Married,63,1,Corporate L3,Offer3,Agent,269.563038,Two-Door Car,Large
2694,UR34922,California,5633.741543,No,Basic,Doctor,Employed,M,65255,Urban,Divorced,72,3,Personal L3,Offer1,Agent,321.457124,Four-Door Car,Small
2695,RA17555,Oregon,5176.730072,No,Basic,High School or Below,Employed,M,41533,Urban,Married,65,9,Corporate L2,Offer3,Agent,232.879766,Four-Door Car,Medsize
2696,AW71157,California,5531.723723,No,Basic,College,Employed,M,50097,Rural,Divorced,71,5,Personal L1,Offer3,Web,17.484679,Four-Door Car,Medsize
2697,IN91592,California,2810.671023,No,Basic,Bachelor,Employed,F,73858,Suburban,Married,72,1,Personal L3,Offer4,Agent,422.59237,Four-Door Car,Medsize
2698,WX37953,Oregon,2780.729047,No,Basic,College,Employed,F,94943,Suburban,Married,69,1,Personal L2,Offer2,Web,387.545055,Four-Door Car,Medsize
2699,NL85206,California,2572.452634,No,Basic,College,Employed,F,72685,Rural,Married,68,1,Personal L3,Offer4,Branch,14.464783,Four-Door Car,Medsize
2700,PR23514,California,7664.219255,No,Basic,College,Employed,M,60184,Rural,Divorced,199,1,Personal L3,Offer2,Web,161.61574,Luxury SUV,Medsize
2701,XZ23352,California,3839.746159,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,106,1,Corporate L3,Offer4,Call Center,763.2,SUV,Small
2702,MX80067,California,2509.268453,No,Basic,High School or Below,Employed,M,74045,Suburban,Single,64,1,Personal L3,Offer3,Web,307.2,Four-Door Car,Medsize
2703,HR10835,Nevada,14566.09246,No,Extended,High School or Below,Employed,M,52564,Rural,Married,122,2,Personal L3,Offer2,Branch,42.131925,SUV,Medsize
2704,FR15942,Washington,3220.775528,No,Extended,Bachelor,Medical Leave,M,19098,Suburban,Married,87,1,Personal L2,Offer2,Branch,417.6,Two-Door Car,Medsize
2705,GX22886,Arizona,3199.824902,No,Extended,College,Employed,M,78784,Urban,Married,80,1,Personal L3,Offer2,Agent,239.964694,Four-Door Car,Medsize
2706,HQ70429,Washington,16045.109519999998,No,Basic,College,Unemployed,F,0,Rural,Single,65,2,Personal L3,Offer2,Agent,163.046956,Two-Door Car,Medsize
2707,YT84266,Oregon,4918.916267000001,No,Basic,College,Employed,M,29256,Suburban,Married,63,5,Personal L1,Offer4,Branch,302.4,Four-Door Car,Medsize
2708,GH48715,Arizona,5623.757656000002,No,Basic,High School or Below,Employed,F,77912,Rural,Single,71,3,Corporate L3,Offer3,Branch,23.89816,Four-Door Car,Medsize
2709,BN46866,Oregon,5677.465907,No,Basic,College,Employed,M,45345,Rural,Married,72,3,Personal L3,Offer1,Web,99.039453,Four-Door Car,Large
2710,CG94611,Oregon,3016.444225,No,Extended,College,Medical Leave,M,25630,Suburban,Single,86,1,Corporate L3,Offer4,Agent,412.8,Two-Door Car,Medsize
2711,GK94889,California,5279.124682,No,Basic,College,Employed,M,22280,Rural,Married,68,3,Personal L3,Offer3,Web,169.414572,Four-Door Car,Large
2712,QN62538,Nevada,4803.935174,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,69,7,Corporate L2,Offer1,Call Center,496.8,Four-Door Car,Small
2713,UQ13133,Nevada,2608.786334,No,Basic,Master,Employed,M,61567,Rural,Married,65,1,Personal L1,Offer4,Branch,39.532978,Four-Door Car,Small
2714,DI65961,Arizona,7832.569007999998,No,Basic,High School or Below,Employed,M,34644,Suburban,Married,66,2,Personal L3,Offer4,Agent,316.8,Four-Door Car,Medsize
2715,WQ85760,California,4260.33573,No,Basic,College,Medical Leave,M,26991,Suburban,Divorced,119,1,Corporate L3,Offer3,Branch,856.8,SUV,Medsize
2716,No35621,Arizona,2369.369299,No,Basic,Bachelor,Employed,M,49746,Suburban,Single,61,1,Personal L2,Offer2,Call Center,624.4287400000002,Two-Door Car,Small
2717,IA11644,California,20604.01627,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,72,2,Special L3,Offer3,Branch,723.010515,Two-Door Car,Medsize
2718,TV53243,Arizona,2652.067994,No,Basic,College,Employed,F,49625,Urban,Married,66,1,Corporate L1,Offer3,Agent,261.549577,Two-Door Car,Medsize
2719,WV53081,Arizona,2597.864075,No,Basic,College,Employed,F,49308,Rural,Married,65,1,Corporate L1,Offer3,Agent,150.235884,Four-Door Car,Medsize
2720,LL57541,California,7712.436970999999,No,Extended,Master,Employed,F,63624,Rural,Married,95,5,Personal L3,Offer1,Call Center,175.24346699999995,Four-Door Car,Medsize
2721,RP27249,Oregon,4698.88415,No,Basic,Master,Employed,F,80358,Urban,Married,116,1,Personal L3,Offer4,Agent,443.637243,SUV,Large
2722,OT85112,Washington,3403.919366,No,Extended,College,Employed,M,38460,Rural,Divorced,88,1,Personal L3,Offer1,Agent,91.55098,Four-Door Car,Medsize
2723,GV47847,California,4355.702300999998,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,64,4,Personal L2,Offer4,Branch,460.8,Two-Door Car,Medsize
2724,BB48165,California,11095.97445,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,101,2,Personal L3,Offer1,Agent,727.2,SUV,Medsize
2725,HH80006,Oregon,3300.684961,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,92,1,Personal L1,Offer1,Web,711.323244,Four-Door Car,Small
2726,TH70115,California,6981.081694,No,Extended,College,Employed,M,34835,Urban,Married,89,9,Personal L3,Offer1,Agent,294.691896,Two-Door Car,Medsize
2727,WE64781,Oregon,16922.12519,No,Extended,Bachelor,Employed,F,93836,Urban,Married,139,2,Corporate L1,Offer3,Web,497.353106,Sports Car,Medsize
2728,KN27565,Oregon,7639.670244,No,Basic,Master,Employed,M,34075,Rural,Single,196,1,Special L2,Offer3,Agent,451.896687,Luxury SUV,Small
2729,LE85123,Oregon,19237.77089,No,Basic,Bachelor,Employed,M,35624,Urban,Single,66,2,Personal L1,Offer1,Call Center,227.44626,Four-Door Car,Medsize
2730,QF76244,Oregon,2915.649943,No,Basic,Doctor,Employed,F,83218,Urban,Married,72,1,Personal L3,Offer4,Agent,245.103885,Four-Door Car,Medsize
2731,PU73561,Arizona,4196.429642,No,Basic,Bachelor,Employed,F,24641,Suburban,Married,105,1,Personal L2,Offer2,Agent,504.0,SUV,Medsize
2732,HM38744,Oregon,16473.16905,Yes,Basic,Bachelor,Retired,M,22828,Suburban,Married,106,2,Corporate L3,Offer1,Agent,508.8,SUV,Medsize
2733,ST59524,Oregon,2657.570431,No,Basic,College,Unemployed,M,0,Suburban,Married,71,1,Personal L1,Offer3,Call Center,340.8,Four-Door Car,Medsize
2734,EZ77297,California,3267.709691,No,Extended,Master,Employed,M,28729,Urban,Single,90,1,Personal L3,Offer3,Agent,338.744392,Four-Door Car,Medsize
2735,DR84843,Arizona,2584.532849,No,Basic,Bachelor,Employed,M,72731,Rural,Married,65,1,Personal L3,Offer2,Agent,125.704164,Four-Door Car,Medsize
2736,MV54498,California,5503.919257000001,No,Basic,College,Employed,F,59932,Rural,Single,71,3,Personal L3,Offer1,Branch,116.600107,Four-Door Car,Medsize
2737,EM85557,Washington,8021.067105,No,Basic,College,Employed,F,54292,Suburban,Married,67,2,Personal L1,Offer1,Agent,321.6,Four-Door Car,Small
2738,FY73682,California,19606.35999,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,194,2,Personal L2,Offer1,Agent,931.2,Luxury SUV,Medsize
2739,XT54610,California,1904.000852,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,63,1,Personal L1,Offer1,Agent,302.4,Four-Door Car,Medsize
2740,CE16324,Nevada,7288.297591,No,Extended,College,Employed,F,59414,Urban,Married,91,3,Personal L3,Offer1,Call Center,340.32278,Two-Door Car,Medsize
2741,KX75698,Oregon,5553.5210590000015,No,Extended,High School or Below,Employed,M,96587,Suburban,Married,138,1,Personal L3,Offer2,Agent,749.244062,SUV,Medsize
2742,UV82770,California,11702.34819,No,Basic,Bachelor,Unemployed,M,0,Suburban,Divorced,111,2,Personal L1,Offer3,Call Center,532.8,SUV,Medsize
2743,MX95450,Oregon,36897.79765,No,Extended,College,Unemployed,F,0,Suburban,Single,133,2,Personal L3,Offer1,Agent,638.4,SUV,Medsize
2744,XF96605,California,2957.102851,No,Basic,College,Employed,M,94362,Urban,Divorced,74,1,Personal L2,Offer1,Agent,195.405949,Two-Door Car,Large
2745,WQ75856,Oregon,19643.54421,No,Basic,Bachelor,Employed,F,84488,Urban,Married,61,2,Personal L1,Offer1,Agent,208.885686,Four-Door Car,Medsize
2746,JG35886,California,4111.888285,No,Premium,College,Employed,F,65085,Urban,Married,103,1,Personal L2,Offer2,Call Center,480.073548,Four-Door Car,Medsize
2747,XY66810,California,15122.99194,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,72,2,Personal L3,Offer2,Agent,518.4,Two-Door Car,Medsize
2748,ON50913,California,12807.09083,No,Basic,College,Unemployed,F,0,Suburban,Married,69,2,Special L2,Offer1,Agent,450.760925,Four-Door Car,Small
2749,LS59408,Arizona,2500.241685,No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,67,1,Personal L3,Offer2,Call Center,664.128009,Four-Door Car,Small
2750,XQ14689,Nevada,4260.709139000001,No,Basic,College,Unemployed,M,0,Suburban,Single,62,3,Personal L3,Offer1,Agent,446.4,Four-Door Car,Small
2751,QF55724,California,2609.533154,No,Basic,Bachelor,Employed,M,60798,Suburban,Married,66,1,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medsize
2752,FD79560,Arizona,10796.44832,No,Basic,High School or Below,Employed,F,30761,Suburban,Divorced,69,2,Special L3,Offer1,Branch,331.2,Two-Door Car,Small
2753,KM18818,Arizona,2590.654042,No,Basic,College,Employed,F,25981,Rural,Married,65,1,Personal L3,Offer1,Agent,77.54669,Two-Door Car,Large
2754,XA28126,California,29199.81072,No,Premium,Bachelor,Employed,M,67739,Rural,Divorced,149,2,Personal L3,Offer1,Agent,270.373444,SUV,Medsize
2755,LJ93770,Arizona,4194.659772,No,Basic,Doctor,Employed,F,25581,Urban,Married,105,1,Personal L3,Offer2,Branch,429.695284,SUV,Medsize
